subject_id,scenario_id,rep,configuration,engine_mode,diag_component,diag_category,gt_role,gt_category,top1_aligned
s1-flask-catalog,F10,r2,C4,llm-grounded,application,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r2,C4,rule-grounded,backend,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r2,C5,llm-b-freeform,API endpoint /api/tests,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r2,C5,llm-freeform,e2e tests,test-reliability,test-suite,test-reliability,0
s1-flask-catalog,F10,r2,C5,llm-b-grounded,e2e test suite,test-reliability,test-suite,test-reliability,0
s1-flask-catalog,F10,r2,C5,llm-grounded,e2e tests,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r2,C5,rule-grounded,backend,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r3,C1,llm-b-freeform,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r3,C1,llm-freeform,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r3,C1,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r3,C1,llm-grounded,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r3,C1,rule-grounded,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r3,C2,llm-b-freeform,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r3,C2,llm-freeform,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r3,C2,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r3,C2,llm-grounded,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r3,C2,rule-grounded,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r3,C3,llm-b-freeform,application,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r3,C3,llm-freeform,application,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r3,C3,llm-b-grounded,application,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r3,C3,llm-grounded,API server,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r3,C3,rule-grounded,backend,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r3,C4,llm-b-freeform,e2e test suite,test-reliability,test-suite,test-reliability,0
s1-flask-catalog,F10,r3,C4,llm-freeform,e2e tests,test-reliability,test-suite,test-reliability,0
s1-flask-catalog,F10,r3,C4,llm-b-grounded,e2e.py test file and backend API,test-reliability,test-suite,test-reliability,0
s1-flask-catalog,F10,r3,C4,llm-grounded,e2e tests,test-reliability,test-suite,test-reliability,0
s1-flask-catalog,F10,r3,C4,rule-grounded,backend,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r3,C5,llm-b-freeform,e2e test suite,test-reliability,test-suite,test-reliability,0
s1-flask-catalog,F10,r3,C5,llm-freeform,e2e tests,test-reliability,test-suite,test-reliability,0
s1-flask-catalog,F10,r3,C5,llm-b-grounded,e2e test suite,test-reliability,test-suite,test-reliability,0
s1-flask-catalog,F10,r3,C5,llm-grounded,e2e tests,test-reliability,test-suite,test-reliability,0
s1-flask-catalog,F10,r3,C5,rule-grounded,backend,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r4,C1,llm-b-freeform,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r4,C1,llm-freeform,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r4,C1,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r4,C1,llm-grounded,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r4,C1,rule-grounded,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r4,C2,llm-b-freeform,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r4,C2,llm-freeform,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r4,C2,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r4,C2,llm-grounded,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r4,C2,rule-grounded,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r4,C3,llm-b-freeform,API endpoint or frontend interaction logic,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r4,C3,llm-freeform,application,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r4,C3,llm-b-grounded,API endpoints,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r4,C3,llm-grounded,application,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r4,C3,rule-grounded,backend,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r4,C4,llm-b-freeform,/api/tests endpoint,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r4,C4,llm-freeform,e2e tests,test-reliability,test-suite,test-reliability,0
s1-flask-catalog,F10,r4,C4,llm-b-grounded,e2e.py test file,test-reliability,test-suite,test-reliability,0
s1-flask-catalog,F10,r4,C4,llm-grounded,application,test-reliability,test-suite,test-reliability,0
s1-flask-catalog,F10,r4,C4,rule-grounded,backend,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r4,C5,llm-b-freeform,/api/tests endpoint,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r4,C5,llm-freeform,e2e tests,test-reliability,test-suite,test-reliability,0
s1-flask-catalog,F10,r4,C5,llm-b-grounded,e2e test suite,test-reliability,test-suite,test-reliability,0
s1-flask-catalog,F10,r4,C5,llm-grounded,e2e tests,test-reliability,test-suite,test-reliability,0
s1-flask-catalog,F10,r4,C5,rule-grounded,backend,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r5,C1,llm-b-freeform,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r5,C1,llm-freeform,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r5,C1,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r5,C1,llm-grounded,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r5,C1,rule-grounded,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r5,C2,llm-b-freeform,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r5,C2,llm-freeform,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r5,C2,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r5,C2,llm-grounded,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r5,C2,rule-grounded,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r5,C3,llm-b-freeform,API endpoint and preview environment resource allocation,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r5,C3,llm-freeform,API server,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r5,C3,llm-b-grounded,Application,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r5,C3,llm-grounded,application,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r5,C3,rule-grounded,backend,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r5,C4,llm-b-freeform,e2e tests,test-reliability,test-suite,test-reliability,0
s1-flask-catalog,F10,r5,C4,llm-freeform,application,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r5,C4,llm-b-grounded,e2e tests,test-reliability,test-suite,test-reliability,0
s1-flask-catalog,F10,r5,C4,llm-grounded,AI Enrichment and Contract Testing,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r5,C4,rule-grounded,backend,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r5,C5,llm-b-freeform,e2e test suite,test-reliability,test-suite,test-reliability,0
s1-flask-catalog,F10,r5,C5,llm-freeform,application,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r5,C5,llm-b-grounded,e2e tests,test-reliability,test-suite,test-reliability,0
s1-flask-catalog,F10,r5,C5,llm-grounded,application,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r5,C5,rule-grounded,backend,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r6,C1,llm-b-freeform,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r6,C1,llm-freeform,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r6,C1,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r6,C1,llm-grounded,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r6,C1,rule-grounded,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r6,C2,llm-b-freeform,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r6,C2,llm-freeform,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r6,C2,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r6,C2,llm-grounded,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r6,C2,rule-grounded,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r6,C3,llm-b-freeform,API server,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r6,C3,llm-freeform,API server,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r6,C3,llm-b-grounded,API endpoints,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r6,C3,llm-grounded,application,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r6,C3,rule-grounded,backend,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r6,C4,llm-b-freeform,API endpoint handling,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r6,C4,llm-freeform,contract API,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r6,C4,llm-b-grounded,backend,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r6,C4,llm-grounded,application,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r6,C4,rule-grounded,backend,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r6,C5,llm-b-freeform,/api/tests endpoint,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r6,C5,llm-freeform,contract API,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r6,C5,llm-b-grounded,e2e test suite,test-reliability,test-suite,test-reliability,0
s1-flask-catalog,F10,r6,C5,llm-grounded,e2e tests,test-reliability,test-suite,test-reliability,0
s1-flask-catalog,F10,r6,C5,rule-grounded,backend,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r7,C1,llm-b-freeform,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r7,C1,llm-freeform,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r7,C1,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r7,C1,llm-grounded,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r7,C1,rule-grounded,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r7,C2,llm-b-freeform,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r7,C2,llm-freeform,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r7,C2,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r7,C2,llm-grounded,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r7,C2,rule-grounded,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r7,C3,llm-b-freeform,/api/tests endpoint,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r7,C3,llm-freeform,API service,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r7,C3,llm-b-grounded,API endpoint /api/tests,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r7,C3,llm-grounded,API server,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r7,C3,rule-grounded,backend,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r7,C4,llm-b-freeform,e2e test suite,test-reliability,test-suite,test-reliability,0
s1-flask-catalog,F10,r7,C4,llm-freeform,e2e tests,test-reliability,test-suite,test-reliability,0
s1-flask-catalog,F10,r7,C4,llm-b-grounded,e2e.py test file,test-reliability,test-suite,test-reliability,0
s1-flask-catalog,F10,r7,C4,llm-grounded,application,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r7,C4,rule-grounded,backend,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r7,C5,llm-b-freeform,e2e test suite and backend API,test-reliability,test-suite,test-reliability,0
s1-flask-catalog,F10,r7,C5,llm-freeform,e2e tests,test-reliability,test-suite,test-reliability,0
s1-flask-catalog,F10,r7,C5,llm-b-grounded,e2e test suite,test-reliability,test-suite,test-reliability,0
s1-flask-catalog,F10,r7,C5,llm-grounded,e2e tests,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r7,C5,rule-grounded,backend,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r8,C1,llm-b-freeform,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r8,C1,llm-freeform,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r8,C1,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r8,C1,llm-grounded,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r8,C1,rule-grounded,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r8,C2,llm-b-freeform,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r8,C2,llm-freeform,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r8,C2,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r8,C2,llm-grounded,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r8,C2,rule-grounded,unknown,unknown,test-suite,test-reliability,0
s1-flask-catalog,F10,r8,C3,llm-b-freeform,API server,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r8,C3,llm-freeform,backend service,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r8,C3,llm-b-grounded,API endpoints,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r8,C3,llm-grounded,application,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r8,C3,rule-grounded,backend,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r8,C4,llm-b-freeform,/api/tests endpoint,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r8,C4,llm-freeform,e2e tests,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r8,C4,llm-b-grounded,e2e.py test file,test-reliability,test-suite,test-reliability,0
s1-flask-catalog,F10,r8,C4,llm-grounded,backend,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r8,C4,rule-grounded,backend,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r8,C5,llm-b-freeform,/api/tests endpoint,application,test-suite,test-reliability,0
s1-flask-catalog,F10,r8,C5,llm-freeform,e2e tests,test-reliability,test-suite,test-reliability,0
s1-flask-catalog,F10,r8,C5,llm-b-grounded,e2e test suite,test-reliability,test-suite,test-reliability,0
s1-flask-catalog,F10,r8,C5,llm-grounded,e2e tests,test-reliability,test-suite,test-reliability,0
s1-flask-catalog,F10,r8,C5,rule-grounded,backend,application,test-suite,test-reliability,0
